SIDs$ CIDs
7849433	31477
7849434	1549008
47206270	5284566
7847660	65981
7847662	5281055
47206274	5702063
7847664	107952
7847667	441308
7847143	6013
7847147	5280360
7848488	92727
47207401	19610426
47206804	34633
17396914	451415
17397334	2479
17396666	9570076
7849320	2723885
7847619	4906
7848504	123596
17397341	5311035
47207011	5284603
7847754	441334
7848132	56329
7847756	441336
7848134	3608
17397637	50963
7847610	4116
47205878	54343
17397426	6431825
7849229	60699
7847567	4740
7847564	441278
7847565	4737
7847449	5484727
7847560	4927
7847561	8280
7847445	5503
7847614	667484
7847446	5505
47207764	3032285
17396825	37274
7847443	4075
7847569	4748
7847250	6230
7847251	4421
7847252	5280754
7847253	5756
7847254	2764
7847255	5280793
7847256	5280795
7848666	8248
47206023	259331
7849288	62853
7848224	104741
7847318	2554
7848227	60795
7847097	171548
7847095	1174
7849321	61367
7847317	44093
7848662	3475
17397270	23724856
7847690	441313
7847691	441314
7847693	65999
17398000	1676
7847695	4507
7847696	27661
17396898	147352
7847698	65324
7847699	65340
17398008	11557040
7848610	5720
7848612	5485193
7847482	4189
7849069	5282469
7849267	23422
7847599	34312
7849264	5938
7847957	16759173
7847956	23679527
7847892	5282387
7849104	6918034
7847891	23724784
7847896	65329
7847596	5719
7847894	441361
7847594	2519
7847720	3647
7847388	3365
7847721	4100
47206727	4158
7847384	5702160
7847385	3333
7848916	6918235
7847383	3324
7847381	3308
7847874	11065
7847875	54686350
7847877	65327
7847870	5853
7849254	23663403
7847878	84003
7847625	166589
17397808	15895902
7847626	16362
17397966	1967
7847620	5991
17397964	3038222
17397965	208850
17397801	123619
17397803	208910
7848762	444030
17397805	151166
7847181	174174
7848767	151170
17397413	6918463
7847748	5281074
7847749	39859
7847744	59774
7847742	59772
7847743	6918003
7847740	60875
7847741	77997
7849401	2405
7849400	4037
7849406	6914273
7848810	636362
7849363	5962
7849409	3342
7849408	3105
7849367	444972
7848460	2176
7847133	6306
7847135	5870
7847134	5994
7847138	6037
7848861	71793
17396727	467825
17396729	6918078
17397067	2157
17396865	23724511
7847528	5878
7847529	4614
7848064	8288
7847522	4595
7847520	4585
7847521	4594
7847525	54891
7847359	3016
7848388	5468
7848387	4066
7847351	358641
7849312	656845
7849499	3295
7849079	656652
7848261	60790
17396892	5312153
17396896	129791
17397983	31703
7847417	47576
7847414	5282379
7847415	3784
7847798	3025
17398288	4679
7847411	3702
7847795	2482
7847797	441348
7847791	4168
47207830	38945
7849147	6314
7847559	4917
7849148	34632
7847554	4993
7847553	7550
7849326	169569
7847228	564
7848316	2789
7849387	1613
7849380	2179
7849382	53359
7847221	13769
7847223	439693
7849227	51082
7848319	2910
7847226	23677829
7847948	72734318
7847949	9556529
17397189	2266
7847582	6883
7849399	3964
7848645	1981
7848728	444020
7848641	4888
7847830	441351
7847834	115366
7847836	2733
7849176	23678981
17397845	10457278
17397847	71320
7847701	62937
17397841	54892
17397840	6441813
7847704	41022
17397842	107807
7848189	66250
7847708	64642
17397849	6917815
7849149	108173
7849132	10429215
7849130	2723754
7849036	159271
7849035	656631
7849030	121586
7849031	119442
7848924	5282451
7847457	6256
7848928	54690031
7849517	22502
7847902	5462346
7847903	3033053
7848421	68551
7848873	5147
7848844	5284472
17397886	54676038
7849386	11224
7847175	5282315
7847174	5280427
7847177	2244
7847171	444305
7847173	5757
17397931	60692
47206010	6918111
7848033	23681059
7848032	54677470
47206468	3762
17397916	3037122
17397830	5464201
7847776	15851
17397832	64922
7847774	5284583
7847773	3292
17397915	23724885
7847679	49659
7847677	13221
7847675	68546
7847672	71401
7847673	68552
7847670	20179
7847562	5852
7849211	656783
47206838	5360515
7849293	11954233
7847165	338
7849296	65328
7847659	3476
7848453	5807
47207027	985
7848450	443958
7848516	64119
7848517	27072
7849224	5282479
7848513	5282419
7848511	5282418
17397783	3058754
47206600	157920
17397626	167446
17396992	23683779
7847393	6446
17397232	5463984
17397943	3055
17396752	52542
7847458	5576
7847517	5358
7847515	5342
7847514	5359476
7847453	5556
7847518	5359
7847609	3226
7847307	2284
7847608	3562
7847302	2249
7847301	2247
7847264	5983
7847266	5280954
7847263	5362471
7848358	1547484
17397825	156422
7848350	117965
7848357	9270
17397711	9859832
7847750	35329
7847312	5281004
17398013	5281037
17398012	472335
17398011	204101
17398010	3034010
7848977	5282455
7848973	153751
7849070	110635
7849476	657348
7847428	5362118
7847425	53232
7847424	3676
7847422	5311221
7847420	3878
7849274	65348
7847589	3749
7849276	54900
7847946	68553
7847580	5311068
7847581	4510
7849171	23674731
7847584	3038
7847585	2720
7847586	10660
7847587	5405
7848776	157313
7847840	5070
7848775	23675769
7848772	23674745
7847844	2381
7847846	5281081
7848778	133264
7847632	16760658
7847633	2662
7847631	3339
7847634	5090
7847635	4754
17397875	11954368
17397876	107706
47206224	9651
17397870	11983193
17397872	71454
17397405	5328940
7847702	441325
7847739	3033332
7849338	69568
7847733	5965
7847732	23724780
7847731	5281068
7847736	5741
7847286	1989
7847285	1986
7847284	1983
47207453	5152
7847706	36708
7847289	2022
7847398	3446
7849413	5440
17397580	189729
17396784	5311064
7849416	9681
7849417	4171
7849418	33572
7849419	68617
7847705	21467
7848808	3151
17398007	11954378
7848413	19648
17397820	26757
7848415	5282415
7847645	44561
17397903	11954370
7847643	448537
7848969	30751
7847640	2145
17397908	77991
17397909	132228
17397573	3033824
7848780	54384
7847122	6021
7847123	967
7847120	6049
17396717	11954253
7847283	41774
7848890	2161
7849144	5282474
17396876	119607
17398009	6444692
7848525	5282421
7847349	2818
7849309	441258
7848395	5282408
7847340	2769
7848259	13290219
7847347	2803
7847345	2796
7847967	23667642
7848090	11953898
7849039	123631
17397751	444031
7847697	91725
7849317	656846
17397996	48040
7847463	5593
7847460	5584
7847467	1349907
7847466	60846
7847464	60772
7847780	23724781
7847236	6253
7847237	23663959
7847549	62882
7847231	10133
7849414	5509
7847546	6014
7849138	54405
7847540	4909
7847541	4911
7847543	66068
17397582	16129675
7848327	62770
7847336	2726
7849103	656664
7849234	121587
7849237	10917
17397192	9571003
47207082	4725
17397725	6726
7848031	64747
7847953	23663992
7848987	656609
7848980	23663985
7848730	5362115
7848638	10649
7847951	60822
7847855	667467
7849043	9574101
7849128	656677
7849046	21121303
7848199	5526
7848933	71177
47206702	4091
7847591	5910
7847082	124886
7848026	60198
7848027	3902
7848024	2375
7847590	5831
47206854	50294
7848023	2187
7848185	3673
17396664	37392
7848181	122824
7848028	4493
7848182	443873
7847162	444795
7847163	5816
47206143	5790
7848427	38911
17397823	170321
17397822	6446650
17396750	3748
17396751	3759
17397827	60594
7847762	3373
17397824	71355
7847603	5284627
7847602	3331
7847601	5665
17396759	6917793
7847768	3284
7847606	11693
7847605	3291
7847604	5734
7847805	5795
7847804	73957
7847806	8695
7847800	68304
7847803	66070
7849348	247839
7849349	23706216
7847968	5018304
7848299	216322
7848114	5265
7848291	27522
7848290	185462
47207130	23724987
7848449	65326
7849467	23669229
7849392	54675768
7847117	938
7847113	60961
7847111	5936
7847382	5282375
17396983	9907628
7847118	493570
47206713	876
47205999	23724898
7847127	6047
17397894	5278
17397895	5724
7848781	4237
17397891	157838
